age,edu,edunumber,gender,gov,marriage,relation,skin,workhour,occupation,income
49,4,0,1,2,1,3,1,60,4,0
35,4,0,1,1,1,5,5,40,3,0
49,2,10,2,2,5,6,1,30,2,0
28,2,10,1,1,3,4,5,40,3,0
51,13,2,1,1,1,3,1,40,2,0
30,1,13,2,0,3,4,1,40,0,0
19,10,4,1,1,3,4,1,60,3,1
56,0,5,1,1,1,3,1,40,3,0
20,4,0,1,1,3,4,1,8,3,0
22,2,10,2,1,3,2,1,37,0,0
33,4,0,1,1,1,3,1,56,8,1
54,4,0,1,0,2,5,1,45,0,0
22,2,10,1,1,3,4,1,50,2,0
68,2,10,2,1,2,5,1,30,0,0
56,1,13,2,5,2,6,1,40,5,0
23,4,0,1,0,3,4,1,40,0,0
69,0,5,1,2,1,3,1,40,0,0
41,1,13,1,1,3,4,1,40,1,0
33,4,0,2,1,3,6,5,40,8,0
18,3,7,2,1,3,2,1,8,4,0
17,3,7,1,1,3,2,5,16,3,0
31,3,7,1,1,2,5,5,40,7,0
50,2,10,1,1,1,3,1,60,1,1
62,14,6,2,1,5,4,1,40,7,0
41,4,0,2,1,2,6,1,52,0,0
20,4,0,2,4,3,4,1,40,3,0
23,7,12,1,1,3,2,1,30,4,0
18,4,0,1,1,3,4,1,20,3,0
53,10,4,1,0,4,4,1,40,0,0
42,0,5,1,1,1,3,1,40,2,0
23,1,13,1,1,3,4,1,40,6,0
43,4,0,2,1,2,5,1,40,0,0
47,4,0,1,1,1,3,1,55,4,0
53,16,3,1,5,1,3,1,40,3,0
28,14,6,1,1,3,4,1,40,7,0
28,2,10,1,6,1,3,1,40,0,0
44,2,10,1,1,1,3,1,45,6,0
58,4,0,1,1,1,3,1,40,8,0
25,10,4,2,0,3,4,1,32,0,0
26,4,0,2,1,3,6,1,40,8,0
36,2,10,1,2,1,3,1,8,0,0
27,4,0,2,1,2,4,1,40,3,0
39,15,16,1,1,1,3,1,45,5,1
25,1,13,1,1,1,3,1,40,5,0
17,3,7,2,1,3,2,1,15,3,0
39,1,13,1,1,2,4,1,50,5,0
52,4,0,1,1,1,3,1,40,8,0
24,1,13,2,1,3,4,1,50,4,0
26,8,11,1,2,1,3,1,55,0,0
24,1,13,2,0,3,4,1,40,0,0
32,4,0,1,1,1,3,1,40,7,1
49,12,14,1,5,1,3,1,40,0,1
20,2,10,2,0,3,5,1,25,0,0
40,3,7,1,1,1,3,1,40,0,0
52,5,15,1,1,2,4,1,60,5,1
33,4,0,1,1,3,4,1,40,0,0
19,4,0,1,1,1,5,1,20,8,0
37,8,11,1,1,1,3,1,40,6,0
21,2,10,2,6,3,2,1,20,1,0
33,2,10,1,1,3,4,1,36,0,0
28,7,12,2,1,2,4,1,40,6,0
48,4,0,1,1,1,3,1,40,2,0
43,1,13,1,1,4,4,1,40,1,0
32,4,0,1,1,1,3,1,40,8,0
28,4,0,1,1,3,2,1,30,3,0
47,1,13,1,2,1,3,2,40,6,0
37,1,13,1,1,1,3,1,50,0,1
26,2,10,1,1,4,5,5,30,4,0
55,4,0,1,1,1,3,1,60,3,0
40,7,12,2,1,2,6,1,40,4,0
31,1,13,1,1,1,3,1,40,5,1
39,4,0,1,1,1,3,1,40,3,1
54,2,10,1,3,1,3,1,54,4,1
38,2,10,1,1,1,3,2,40,4,0
53,4,0,1,2,1,3,1,85,0,0
27,7,12,2,2,3,4,1,78,6,0
42,1,13,1,1,1,3,1,40,5,1
62,2,10,2,1,2,4,1,40,0,0
47,3,7,1,1,1,3,1,58,0,0
26,1,13,2,1,3,4,1,50,5,0
33,4,0,2,0,3,6,5,20,0,0
59,2,10,1,1,2,4,1,40,3,0
42,4,0,2,1,2,4,1,45,6,0
25,1,13,1,1,1,3,1,45,6,1
58,4,0,1,1,2,4,1,36,4,0
30,2,10,2,1,3,4,1,60,4,0
21,2,10,2,1,3,2,1,40,2,0
61,4,0,1,1,1,3,1,40,0,0
33,7,12,1,1,1,3,1,40,7,0
51,12,14,1,1,1,3,1,40,1,1
70,2,10,2,1,5,4,1,12,5,0
55,4,0,1,0,1,3,1,30,0,1
29,2,10,1,2,2,4,1,50,2,0
46,12,14,2,1,5,4,1,44,6,0
35,2,10,2,4,2,6,2,40,5,0
31,4,0,1,1,1,3,1,43,2,1
37,2,10,1,1,1,3,1,42,5,1
43,2,10,1,1,1,3,1,43,4,1
23,4,0,1,1,3,4,1,40,4,0
41,4,0,1,1,2,4,1,44,2,1
42,1,13,2,5,1,1,1,50,6,1
26,14,6,2,1,3,4,1,40,0,0
45,2,10,1,1,1,3,1,40,5,1
25,7,12,1,1,1,3,1,40,4,0
33,10,4,1,0,4,4,1,40,0,0
38,1,13,1,1,1,3,1,50,8,1
28,4,0,2,1,3,4,1,50,5,0
68,8,11,1,2,1,3,1,40,6,0
42,4,0,1,5,1,3,1,40,2,1
35,12,14,1,1,1,3,1,40,4,0
36,2,10,2,1,2,6,1,40,0,0
33,4,0,1,1,1,3,1,35,2,0
22,2,10,2,1,3,4,1,30,0,0
45,1,13,1,5,1,3,1,50,0,1
24,2,10,2,1,3,4,1,40,3,0
57,13,2,1,1,6,4,1,35,3,0
36,4,0,1,5,1,3,1,40,6,1
41,4,0,2,1,3,4,1,40,0,0
26,2,10,2,2,3,2,1,35,6,0
25,2,10,2,2,3,2,1,50,0,0
53,2,10,1,6,1,3,1,50,0,0
28,7,12,1,5,5,6,1,40,6,0
30,12,14,2,5,3,4,1,40,6,0
38,3,7,1,2,1,3,1,40,2,0
37,2,10,1,5,2,6,1,48,0,0
30,12,14,1,1,1,3,1,38,6,0
41,4,0,2,1,1,1,5,40,8,0
29,2,10,1,0,3,4,5,36,0,0
31,2,10,1,1,2,4,1,80,2,0
36,4,0,1,1,1,3,1,55,2,0
59,4,0,1,2,1,3,1,60,5,0
33,4,0,1,2,1,3,1,35,2,0
29,4,0,1,1,1,3,1,55,4,1
49,2,10,1,6,1,3,1,40,8,1
50,14,6,1,4,4,4,1,56,2,0
33,1,13,1,1,1,3,1,45,5,1
28,10,4,1,1,1,3,1,40,7,0
81,4,0,2,0,2,4,1,35,0,0
24,2,10,2,1,3,4,1,16,1,0
32,2,10,1,2,1,3,1,50,2,0
47,4,0,1,4,1,3,5,40,0,1
44,4,0,1,0,1,3,5,40,0,0
24,2,10,1,1,3,2,1,40,5,0
37,2,10,2,5,1,1,1,36,1,1
51,1,13,1,1,1,3,1,40,4,1
52,4,0,1,1,1,3,1,50,0,0
22,2,10,2,1,3,4,1,40,0,0
28,7,12,1,1,3,4,4,40,3,0
47,2,10,1,2,1,3,1,40,2,0
43,4,0,1,1,1,3,1,40,2,0
25,4,0,1,1,3,4,1,45,5,0
43,2,10,1,1,1,3,1,60,0,1
25,1,13,2,1,3,2,1,20,5,0
59,12,14,1,1,1,3,1,60,6,0
29,7,12,2,1,2,6,1,35,6,0
30,0,5,2,1,1,1,1,40,8,0
24,2,10,2,1,1,1,4,40,8,0
38,1,13,1,1,3,4,1,40,3,0
37,4,0,1,2,1,3,1,60,5,1
26,17,1,1,1,6,4,1,40,8,0
30,4,0,2,1,3,6,1,40,3,0
73,12,14,1,5,1,3,1,10,6,1
30,4,0,1,1,1,3,5,40,8,0
33,4,0,1,1,1,3,1,40,3,0
46,2,10,1,1,1,3,1,58,0,0
40,4,0,2,0,1,1,5,20,0,0
18,3,7,1,1,3,2,1,40,3,0
35,1,13,2,1,1,1,1,8,6,1
22,4,0,2,1,3,2,1,40,0,0
50,4,0,1,3,1,3,5,60,4,0
62,10,4,1,0,5,4,5,40,0,0
39,1,13,1,3,1,3,1,40,5,1
22,2,10,1,1,3,2,1,40,4,0
33,4,0,2,1,3,6,5,40,0,0
31,4,0,2,1,3,2,2,40,7,0
29,1,13,1,1,3,2,1,40,0,0
38,2,10,1,2,1,3,1,45,8,1
24,1,13,2,1,3,2,1,35,4,0
29,4,0,2,5,4,5,1,40,0,0
49,12,14,1,4,1,3,1,40,0,1
33,10,4,1,1,1,3,1,40,8,0
28,4,0,1,1,3,4,1,48,8,0
22,1,13,2,1,3,2,1,60,0,0
37,4,0,1,1,1,3,1,40,8,0
30,4,0,1,1,1,3,1,50,2,0
49,10,4,1,1,1,3,1,40,2,0
29,4,0,1,1,1,3,1,40,5,0
25,4,0,2,1,4,6,1,40,5,0
36,4,0,2,1,6,6,1,40,0,0
36,15,16,1,6,3,4,1,45,6,0
21,4,0,1,1,3,2,1,22,3,0
18,2,10,2,1,3,2,1,30,3,0
30,8,11,1,5,3,4,1,40,0,0
44,2,10,2,1,3,2,5,40,0,0
40,2,10,1,1,1,3,1,50,0,0
43,4,0,1,1,1,3,1,44,5,0
45,1,13,1,1,1,3,1,50,5,1
29,2,10,2,1,6,2,2,26,4,0
40,2,10,2,1,1,1,1,40,0,0
43,2,10,1,1,1,3,1,48,3,0
20,2,10,2,1,3,4,1,20,3,0
32,1,13,1,6,1,3,1,20,1,0
19,2,10,2,1,3,2,1,16,3,0
21,4,0,1,1,3,2,1,40,8,0
23,8,11,1,1,1,3,1,40,7,0
24,3,7,2,1,3,4,5,40,3,0
52,8,11,1,1,2,4,1,32,3,0
51,2,10,2,0,2,6,1,40,0,0
19,2,10,1,1,3,4,1,35,3,0
54,2,10,1,1,1,3,1,45,4,1
50,4,0,2,1,2,5,1,48,8,0
29,2,10,1,1,2,4,1,40,8,0
17,14,6,1,1,3,2,1,10,1,0
47,4,0,2,1,2,6,1,37,3,0
46,1,13,2,1,2,6,5,32,6,0
30,2,10,1,1,1,3,1,44,7,0
58,2,10,2,1,1,1,1,30,3,0
48,1,13,2,1,2,4,5,40,6,0
23,2,10,1,1,3,2,1,40,0,0
23,8,11,2,1,3,2,1,36,0,0
45,4,0,1,1,1,3,1,40,2,0
20,2,10,1,1,3,2,5,20,4,0
26,10,4,1,1,3,2,1,48,8,0
50,1,13,2,5,3,2,1,40,6,1
49,4,0,1,1,1,3,1,48,4,1
26,2,10,1,1,3,5,1,40,3,0
47,5,15,1,1,2,4,1,40,0,0
31,11,8,1,1,3,4,1,50,4,0
19,2,10,2,0,3,2,1,40,0,0
23,14,6,1,1,1,3,1,40,3,0
35,4,0,1,1,1,3,1,40,2,0
46,2,10,1,1,1,3,1,50,2,1
28,3,7,1,2,3,4,1,40,2,0
58,2,10,1,1,1,3,1,45,5,1
21,4,0,2,1,3,2,1,40,0,0
50,14,6,2,2,2,4,1,50,4,0
30,0,5,2,0,3,4,1,30,0,0
31,1,13,2,1,3,4,1,40,6,0
31,1,13,2,2,1,1,1,20,0,0
35,4,0,1,2,1,3,1,40,2,1
33,15,16,1,1,1,3,1,60,6,1
34,12,14,1,1,1,3,1,55,6,1
67,5,15,1,0,1,3,1,10,0,1
37,4,0,1,1,1,3,1,45,7,1
48,12,14,1,1,1,3,1,40,6,1
34,1,13,1,4,3,6,2,40,5,0
24,2,10,1,1,3,2,1,40,5,0
55,4,0,2,1,2,4,1,40,0,0
50,4,0,1,1,1,3,1,40,1,1
40,1,13,1,1,1,3,1,60,4,1
33,1,13,1,1,3,4,1,30,7,0
51,2,10,1,4,1,3,1,40,2,0
30,2,10,1,1,3,4,1,40,8,0
41,4,0,1,1,1,3,1,40,8,0
47,8,11,1,5,1,3,1,40,5,1
27,10,4,1,1,3,2,1,50,0,0
37,1,13,2,1,4,6,1,32,6,1
40,8,11,1,1,1,3,1,40,2,0
36,4,0,1,1,1,3,1,40,8,0
37,4,0,1,1,1,3,5,40,8,0
38,5,15,1,1,4,4,1,35,6,1
40,2,10,1,2,1,3,1,50,2,0
35,1,13,2,1,2,6,1,40,5,0
47,4,0,2,2,1,1,1,20,8,1
20,2,10,1,0,3,2,1,60,0,0
33,12,14,1,1,1,3,1,45,6,1
45,2,10,2,1,2,4,1,40,0,0
66,2,10,1,0,1,3,1,40,0,1
35,4,0,2,2,3,6,5,38,4,0
32,3,7,1,1,1,3,1,45,0,0
23,2,10,1,1,1,3,5,50,3,0
19,4,0,2,1,3,2,1,15,3,0
44,2,10,1,0,1,3,1,40,0,0
20,4,0,1,1,3,2,5,35,7,0
44,1,13,1,3,1,3,1,30,4,0
41,4,0,1,6,1,3,1,40,0,0
19,2,10,2,1,3,5,1,40,0,0
48,4,0,2,1,2,4,1,35,3,0
45,2,10,1,1,1,3,1,65,4,1
40,10,4,1,1,1,3,2,42,3,0
34,4,0,1,1,1,3,1,55,2,1
20,2,10,2,1,3,5,4,40,4,0
33,2,10,2,1,4,6,1,40,0,0
30,4,0,2,1,1,2,1,20,0,0
23,2,10,1,1,3,2,1,32,7,0
34,14,6,2,1,2,6,1,38,3,0
48,2,10,1,6,1,3,1,40,2,1
32,3,7,2,0,2,4,1,49,0,0
42,2,10,1,1,1,3,5,40,2,1
22,4,0,1,1,3,2,2,40,0,0
60,4,0,1,2,1,3,1,42,2,1
42,1,13,1,1,1,3,1,55,5,1
45,1,13,2,1,4,4,1,55,5,0
47,4,0,2,1,2,2,1,32,3,0
29,12,14,2,1,1,1,1,40,5,1
34,1,13,1,1,3,4,1,38,4,0
34,1,13,2,1,2,6,1,40,6,1
39,4,0,1,4,1,3,1,40,0,0
29,2,10,2,1,2,6,1,24,6,0
42,2,10,1,3,3,4,1,60,4,0
48,3,7,2,1,4,4,5,35,3,0
53,1,13,1,1,1,3,5,40,5,1
51,2,10,2,1,5,6,1,45,0,0
44,1,13,1,2,1,3,1,90,0,0
46,8,11,1,3,1,3,1,60,5,1
51,15,16,2,1,2,4,1,60,2,1
32,2,10,2,1,3,4,1,40,2,0
22,4,0,1,0,3,2,5,30,0,0
24,2,10,1,1,3,4,1,45,3,0
33,8,11,2,1,3,6,5,26,6,0
47,4,0,1,2,7,3,1,90,2,0
64,12,14,1,2,2,4,1,50,6,0
62,1,13,1,1,1,3,1,50,5,1
52,4,0,1,1,1,3,1,40,5,1
39,4,0,2,1,3,4,1,40,4,0
42,4,0,1,1,1,3,1,48,6,0
38,1,13,1,4,1,3,1,42,4,1
55,10,4,1,1,1,3,1,50,0,0
29,4,0,2,0,1,4,1,27,0,0
42,7,12,2,1,2,4,1,24,6,0
30,7,12,2,1,1,1,1,50,5,1
32,0,5,1,1,1,3,1,40,2,0
36,4,0,1,0,1,3,1,30,0,0
50,3,7,2,4,3,4,5,40,4,0
27,4,0,1,1,3,2,2,40,8,0
47,4,0,1,1,1,3,1,60,5,0
33,0,5,1,1,2,4,1,35,8,0
48,2,10,1,2,3,4,1,40,0,0
23,10,4,1,1,3,2,1,35,3,0
31,1,13,1,4,1,3,1,40,5,1
26,2,10,1,1,1,3,5,40,8,0
61,4,0,1,2,1,3,2,63,4,0
50,1,13,1,1,2,6,5,40,4,0
49,8,11,1,1,1,3,1,40,6,1
57,16,3,1,0,1,3,1,84,0,1
19,4,0,1,1,3,5,2,24,3,0
18,3,7,1,1,3,2,1,15,7,0
44,7,12,2,2,1,1,1,99,3,0
54,8,11,1,1,1,3,1,50,4,0
35,4,0,1,6,1,3,1,40,0,1
27,12,14,1,6,3,4,2,20,6,0
50,4,0,1,3,1,3,1,50,0,0
43,4,0,1,6,1,3,1,40,2,0
28,2,10,1,1,2,6,1,40,0,0
47,4,0,1,1,1,3,1,40,5,0
21,17,1,1,1,3,4,1,50,0,0
30,5,15,2,1,3,4,1,45,6,0
19,4,0,1,1,3,2,1,45,2,0
40,2,10,1,1,1,3,1,40,3,0
55,12,14,1,1,1,3,1,50,4,1
67,4,0,1,0,2,2,1,20,0,0
31,8,11,1,1,2,6,1,43,8,0
30,8,11,1,1,2,4,1,40,5,0
54,17,1,2,0,1,1,1,40,0,0
51,1,13,2,4,3,4,3,43,6,0
34,4,0,2,1,2,2,1,40,0,0
59,12,14,1,1,1,3,1,45,5,1
50,4,0,2,1,2,6,1,38,5,0
29,4,0,1,1,2,6,1,40,8,0
17,14,6,1,6,3,2,1,40,0,0
24,4,0,2,1,3,2,1,30,3,0
52,17,1,1,0,6,5,1,40,0,0
39,12,14,2,1,1,1,1,18,6,1
18,11,8,2,0,3,2,1,25,0,0
32,2,10,1,1,2,6,5,40,7,0
25,2,10,2,0,2,6,1,50,0,0
34,4,0,2,1,3,4,1,45,8,0
44,4,0,1,2,1,3,1,40,6,1
37,2,10,2,5,2,6,1,40,0,0
39,12,14,2,1,1,1,1,65,5,1
32,5,15,1,3,1,3,1,40,6,1
23,2,10,2,1,3,4,1,28,3,0
45,2,10,1,4,2,6,1,42,0,0
30,3,7,1,1,2,2,1,40,7,0
20,11,8,2,1,2,4,1,10,3,0
41,4,0,1,1,1,3,1,4,2,0
21,4,0,2,1,3,2,1,30,4,0
48,10,4,1,1,1,3,2,30,3,0
31,4,0,1,1,1,3,1,45,6,1
34,8,11,1,1,3,4,5,40,7,0
25,4,0,1,1,4,6,5,40,3,0
41,1,13,1,2,4,4,1,35,2,0
35,5,15,1,2,1,3,1,50,6,1
42,1,13,2,1,2,6,1,40,5,0
34,4,0,1,2,1,3,1,75,0,1
44,14,6,1,1,1,3,1,60,8,0
32,1,13,1,1,1,3,1,40,5,1
25,2,10,1,1,3,2,2,40,4,0
23,3,7,1,1,1,3,1,50,0,0
36,5,15,1,1,3,4,4,40,6,1
53,1,13,1,2,3,6,1,60,4,1
27,15,16,1,1,3,4,1,52,6,0
27,1,13,2,1,3,4,1,65,0,0
57,4,0,2,1,3,4,1,45,5,0
17,3,7,2,1,3,2,1,20,4,0
59,4,0,2,5,2,6,1,38,0,0
34,4,0,2,1,3,2,1,40,3,0
30,14,6,1,1,1,3,1,55,0,0
31,7,12,2,6,3,2,5,45,0,0
18,3,7,1,0,3,2,1,40,0,0
23,2,10,1,1,3,4,1,30,4,0
19,4,0,1,1,3,2,1,40,0,0
20,8,11,1,2,3,2,1,40,0,0
52,4,0,1,2,2,4,1,40,4,0
39,1,13,1,5,1,3,1,50,6,1
27,4,0,2,1,4,6,1,50,3,0
19,2,10,2,1,3,4,1,35,4,0
38,1,13,2,5,1,1,1,15,6,0
19,4,0,1,1,3,2,1,16,7,0
34,1,13,2,1,1,1,1,40,6,1
41,4,0,1,1,1,3,1,45,0,0
23,4,0,2,1,1,2,1,40,8,0
24,7,12,1,0,3,4,1,12,0,0
24,1,13,2,1,3,4,1,40,0,0
22,14,6,1,1,3,4,3,84,0,0
45,5,15,1,1,1,3,1,60,6,1
45,4,0,1,1,1,3,1,60,5,1
48,1,13,1,1,1,3,2,40,5,1
42,1,13,1,1,1,3,1,60,4,0
35,2,10,1,2,1,3,1,50,4,0
32,4,0,2,1,2,6,3,40,3,0
51,4,0,2,5,1,1,1,32,5,0
59,2,10,1,1,1,3,1,40,5,1
31,4,0,1,5,3,2,1,40,0,0
27,1,13,1,5,3,4,1,50,1,0
29,1,13,1,1,1,3,5,80,7,1
57,7,12,2,1,5,4,1,35,0,0
40,4,0,1,1,3,4,1,40,3,0
31,4,0,1,1,2,4,1,40,8,0
23,10,4,1,1,3,2,1,40,8,0
42,4,0,2,1,4,6,1,35,0,0
60,4,0,1,1,1,3,1,40,4,0
53,12,14,2,5,3,4,1,50,5,1
20,2,10,2,0,3,2,1,40,0,0
27,4,0,1,1,3,2,1,40,7,0
31,4,0,1,1,1,3,1,45,0,0
29,1,13,1,6,3,4,1,40,2,0
22,1,13,1,1,3,2,1,40,0,0
42,1,13,2,1,3,4,1,38,6,1
63,5,15,1,3,1,3,1,50,6,1
28,4,0,1,1,1,3,1,40,4,0
79,2,10,1,1,1,3,1,20,0,0
39,4,0,1,1,1,3,1,40,2,1
29,11,8,1,1,3,4,4,40,3,0
60,10,4,1,1,2,4,1,40,3,0
58,11,8,2,1,1,1,1,24,3,0
20,7,12,2,1,3,2,1,18,3,0
44,4,0,1,1,1,3,1,65,0,1
47,4,0,1,1,1,3,1,48,0,0
59,4,0,1,1,1,3,1,24,0,1
37,12,14,1,1,2,4,1,65,5,0
21,4,0,1,1,4,5,1,40,8,0
68,8,11,2,1,5,4,1,40,5,0
43,2,10,1,1,1,3,1,40,0,0
23,2,10,2,0,3,2,5,40,0,0
23,4,0,2,1,3,6,1,33,2,0
40,12,14,2,5,3,4,1,35,0,0
45,2,10,2,2,3,2,1,35,4,0
34,8,11,1,0,1,3,1,60,0,1
22,2,10,1,1,3,2,1,40,1,0
38,1,13,1,1,1,3,1,50,6,1
24,2,10,1,1,3,4,1,49,4,0
23,4,0,2,1,1,1,1,40,4,0
39,2,10,1,4,1,5,1,45,0,1
26,2,10,1,1,3,4,1,40,2,0
24,4,0,1,1,3,6,1,40,7,0
22,2,10,1,1,3,2,1,25,0,0
36,1,13,1,1,1,3,1,55,6,0
20,2,10,2,1,3,2,1,20,0,0
18,3,7,1,1,3,2,5,8,3,0
38,1,13,1,1,1,3,1,40,5,1
43,1,13,1,3,2,4,1,35,0,0
56,4,0,1,1,2,4,5,40,5,0
42,12,14,1,1,1,3,1,40,5,1
35,1,13,1,1,1,3,1,50,5,1
31,2,10,2,1,2,4,1,45,0,0
73,13,2,1,1,1,3,1,20,0,0
32,2,10,2,1,2,6,1,42,5,0
37,12,14,1,1,1,3,1,45,5,1
66,4,0,1,1,1,3,1,10,7,0
22,4,0,2,1,3,2,1,35,3,0
51,8,11,1,1,1,3,1,40,4,0
31,4,0,1,1,3,2,1,35,3,0
65,4,0,2,1,2,6,1,59,0,0
39,4,0,2,1,1,1,5,45,2,0
48,2,10,2,1,1,1,1,37,0,0
20,2,10,2,1,3,4,1,40,3,0
28,7,12,1,0,3,5,1,40,0,0
48,1,13,1,1,1,3,1,50,4,1
29,5,15,1,4,1,3,1,80,6,0
36,15,16,1,2,3,4,1,30,6,1
35,1,13,1,3,1,3,1,45,5,1
31,2,10,1,1,1,3,1,40,0,1
48,4,0,1,6,1,3,1,40,0,0
36,8,11,1,1,3,4,1,45,1,0
40,4,0,1,2,1,3,1,50,0,0
57,4,0,1,1,1,3,1,15,6,0
26,1,13,2,5,3,4,1,35,6,0
37,4,0,2,6,3,2,1,40,3,0
65,15,16,1,1,1,3,1,40,5,1
26,14,6,2,2,3,4,1,32,6,0
42,2,10,1,1,1,3,1,40,1,0
47,12,14,1,1,1,3,1,40,5,1
62,10,4,1,1,2,2,1,40,2,0
27,8,11,1,1,3,2,1,50,5,0
76,2,10,1,2,5,4,1,8,4,0
20,2,10,2,0,3,2,1,40,0,0
29,1,13,2,1,3,2,1,40,0,0
29,11,8,1,1,1,3,1,40,0,1
32,14,6,1,1,3,2,1,40,8,0
22,2,10,1,3,1,3,1,40,2,0
30,4,0,2,4,3,4,5,50,0,0
43,2,10,2,5,2,4,1,40,0,0
23,1,13,1,1,1,3,1,20,3,0
44,5,15,1,4,1,3,1,40,6,1
41,1,13,1,1,2,4,1,40,3,0
49,12,14,2,6,2,6,5,40,6,1
30,4,0,1,1,3,4,1,45,0,1
23,2,10,1,1,3,2,1,35,7,0
39,4,0,2,1,5,2,1,40,0,0
32,1,13,1,1,1,3,1,60,4,1
50,2,10,1,1,1,3,1,35,2,1
19,2,10,2,1,3,2,1,40,0,0
35,1,13,1,1,1,3,1,52,4,1
23,4,0,1,1,3,4,1,40,2,0
25,2,10,1,1,3,4,1,40,2,0
40,4,0,2,1,2,4,1,40,4,0
30,1,13,1,1,1,3,5,42,5,1
52,2,10,1,1,1,3,1,40,2,1
49,2,10,1,1,1,3,5,60,8,0
24,1,13,2,1,3,2,1,40,0,0
46,1,13,1,1,1,3,1,40,5,1
39,1,13,1,1,1,3,1,50,4,1
45,1,13,1,2,1,3,1,50,5,1
62,1,13,2,5,1,1,1,38,0,0
43,1,13,1,1,1,3,1,50,6,1
45,2,10,2,1,2,6,1,40,8,0
62,4,0,1,2,1,3,1,40,4,0
48,16,3,1,1,3,4,1,40,7,0
56,4,0,2,1,2,6,5,40,3,0
28,4,0,2,1,3,6,1,35,0,0
23,4,0,1,1,3,2,5,40,2,0
43,4,0,2,1,2,4,1,35,3,0
26,1,13,1,1,1,3,1,40,2,1
36,4,0,1,1,1,3,1,50,4,1
55,15,16,2,5,3,4,1,60,6,0
48,1,13,2,6,3,4,1,50,5,0
43,16,3,2,1,1,1,2,72,8,0
38,8,11,1,1,1,3,1,45,5,1
18,4,0,1,1,3,4,1,30,4,0
56,4,0,1,2,6,4,1,70,5,0
39,12,14,1,2,3,4,1,40,6,0
46,16,3,1,1,4,4,1,50,7,0
36,3,7,1,1,3,6,3,65,0,0
42,4,0,1,2,1,3,1,40,2,0
50,4,0,1,1,1,3,1,50,0,1
17,3,7,1,1,3,2,1,20,7,0
57,10,4,2,1,5,6,5,40,8,0
73,4,0,2,1,5,5,1,12,3,0
50,2,10,1,4,3,4,1,40,0,0
35,2,10,1,1,3,2,1,45,0,0
27,2,10,1,1,1,3,1,45,8,0
24,2,10,2,0,3,4,1,40,0,0
27,2,10,1,1,3,2,1,40,2,0
23,4,0,1,2,3,2,1,40,2,0
25,4,0,2,1,3,2,1,40,0,0
51,1,13,1,1,1,3,1,40,5,1
26,14,6,2,1,1,1,1,40,0,0
47,2,10,1,1,1,3,1,45,0,0
40,4,0,1,1,2,4,5,40,3,0
58,0,5,2,1,2,6,1,40,3,0
25,2,10,2,1,3,2,1,40,4,0
29,4,0,2,1,1,1,1,18,4,0
36,3,7,1,1,1,3,1,43,0,0
46,4,0,2,1,2,4,1,60,5,0
69,13,2,2,1,5,4,5,4,0,0
69,4,0,2,1,5,4,1,40,0,0
28,4,0,2,1,3,2,5,40,3,0
20,4,0,1,1,3,2,1,48,0,0
54,4,0,2,6,4,6,5,35,0,0
25,2,10,1,1,3,2,1,40,0,0
64,4,0,1,5,1,3,1,40,7,0
17,4,0,2,1,3,2,1,20,4,0
53,4,0,1,4,1,3,1,40,0,0
50,0,5,1,1,2,4,1,50,0,0
57,4,0,2,1,1,1,1,38,5,0
51,2,10,1,1,1,3,1,40,0,0
20,2,10,1,0,3,2,1,30,0,0
47,2,10,1,1,1,3,1,40,2,0
25,4,0,1,1,3,6,1,52,0,0
50,5,15,1,6,1,3,1,52,5,1
20,4,0,2,1,3,2,1,30,0,0
43,5,15,1,6,1,3,1,70,6,1
46,1,13,2,1,3,4,1,40,6,0
54,4,0,2,1,4,6,1,38,0,0
53,2,10,2,1,4,6,3,15,5,0
21,4,0,1,1,3,2,1,30,2,0
58,2,10,1,1,2,4,1,40,3,0
30,1,13,1,1,1,3,1,55,4,1
61,4,0,2,1,1,1,5,40,0,0
56,2,10,2,6,2,4,1,35,0,0
59,4,0,2,1,2,6,1,40,3,0
72,4,0,1,1,1,3,1,20,7,0
33,4,0,1,1,3,4,1,40,0,0
46,4,0,2,1,1,1,1,40,0,1
46,2,10,1,5,1,3,1,38,0,1
48,4,0,2,1,3,6,5,28,6,0
33,4,0,1,1,1,3,1,40,5,0
21,2,10,2,1,3,2,1,40,7,0
27,4,0,2,1,2,6,1,45,0,0
31,4,0,1,1,2,4,1,40,0,0
28,1,13,1,1,3,4,1,40,8,0
45,2,10,2,5,2,4,1,38,0,0
51,4,0,1,1,1,3,1,40,8,1
46,4,0,2,6,3,4,5,40,3,0
25,2,10,1,1,1,3,1,25,4,0
61,2,10,1,1,1,3,1,40,0,1
17,3,7,2,1,3,2,1,30,4,0
26,1,13,1,1,3,4,1,40,2,0
35,14,6,1,1,2,4,1,60,2,0
33,3,7,1,2,1,3,1,70,5,0
37,11,8,2,1,1,1,2,33,4,0
39,4,0,2,5,3,2,1,35,0,0
42,4,0,2,1,2,6,1,30,3,0
35,1,13,1,1,1,3,1,47,5,1
45,4,0,2,1,2,4,1,50,1,1
47,1,13,1,3,3,2,1,40,4,1
64,3,7,1,1,1,3,1,48,2,0
39,5,15,2,1,1,1,1,47,5,1
43,4,0,2,0,2,6,1,40,0,0
34,4,0,1,1,1,3,1,40,6,0
62,1,13,1,1,1,3,1,40,6,1
53,2,10,1,1,1,3,1,40,6,1
31,1,13,1,1,1,3,1,40,5,0
